location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2021-01-29 00:00:00 +0100;Friday;4207;2;snow;
Holstenstraße (Mitte), Kiel;2021-01-30 00:00:00 +0100;Saturday;3770;1;snow;
Holstenstraße (Mitte), Kiel;2021-01-31 00:00:00 +0100;Sunday;3080;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-01 00:00:00 +0100;Monday;4458;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-02-02 00:00:00 +0100;Tuesday;4871;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-03 00:00:00 +0100;Wednesday;2630;1;snow;
Holstenstraße (Mitte), Kiel;2021-02-04 00:00:00 +0100;Thursday;3836;1;snow;
Holstenstraße (Mitte), Kiel;2021-02-05 00:00:00 +0100;Friday;3503;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-06 00:00:00 +0100;Saturday;3035;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-07 00:00:00 +0100;Sunday;1453;-2;wind;
Holstenstraße (Mitte), Kiel;2021-02-08 00:00:00 +0100;Monday;3048;-1;wind;
Holstenstraße (Mitte), Kiel;2021-02-09 00:00:00 +0100;Tuesday;3820;-2;snow;
Holstenstraße (Mitte), Kiel;2021-02-10 00:00:00 +0100;Wednesday;3847;-2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-11 00:00:00 +0100;Thursday;4617;-2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-12 00:00:00 +0100;Friday;4501;-3;clear-day;
Holstenstraße (Mitte), Kiel;2021-02-13 00:00:00 +0100;Saturday;4031;-1;clear-day;
Holstenstraße (Mitte), Kiel;2021-02-14 00:00:00 +0100;Sunday;3228;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-15 00:00:00 +0100;Monday;4087;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-16 00:00:00 +0100;Tuesday;4240;2;rain;
Holstenstraße (Mitte), Kiel;2021-02-17 00:00:00 +0100;Wednesday;3962;6;rain;
Holstenstraße (Mitte), Kiel;2021-02-18 00:00:00 +0100;Thursday;5226;8;rain;
Holstenstraße (Mitte), Kiel;2021-02-19 00:00:00 +0100;Friday;5176;8;rain;
Holstenstraße (Mitte), Kiel;2021-02-20 00:00:00 +0100;Saturday;5170;12;cloudy;
Holstenstraße (Mitte), Kiel;2021-02-21 00:00:00 +0100;Sunday;4736;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-22 00:00:00 +0100;Monday;5988;15;clear-day;
Holstenstraße (Mitte), Kiel;2021-02-23 00:00:00 +0100;Tuesday;5188;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-24 00:00:00 +0100;Wednesday;5613;16;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-25 00:00:00 +0100;Thursday;5883;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-26 00:00:00 +0100;Friday;5588;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-27 00:00:00 +0100;Saturday;4773;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-02-28 00:00:00 +0100;Sunday;4209;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-01 00:00:00 +0100;Monday;6158;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-01 00:00:00 +0100;Monday;13;;;
Holstenstraße (Mitte), Kiel;2021-03-02 00:00:00 +0100;Tuesday;6217;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-03 00:00:00 +0100;Wednesday;5605;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-04 00:00:00 +0100;Thursday;5194;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-05 00:00:00 +0100;Friday;5534;7;clear-day;
Holstenstraße (Mitte), Kiel;2021-03-06 00:00:00 +0100;Saturday;4734;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-07 00:00:00 +0100;Sunday;3273;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-08 00:00:00 +0100;Monday;17080;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-09 00:00:00 +0100;Tuesday;15765;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-10 00:00:00 +0100;Wednesday;13565;7;rain;
Holstenstraße (Mitte), Kiel;2021-03-11 00:00:00 +0100;Thursday;7291;9;rain;
Holstenstraße (Mitte), Kiel;2021-03-12 00:00:00 +0100;Friday;10421;7;rain;
Holstenstraße (Mitte), Kiel;2021-03-13 00:00:00 +0100;Saturday;14137;6;rain;
Holstenstraße (Mitte), Kiel;2021-03-14 00:00:00 +0100;Sunday;3720;8;rain;
Holstenstraße (Mitte), Kiel;2021-03-15 00:00:00 +0100;Monday;11162;7;rain;
Holstenstraße (Mitte), Kiel;2021-03-16 00:00:00 +0100;Tuesday;13201;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-17 00:00:00 +0100;Wednesday;13551;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-18 00:00:00 +0100;Thursday;12818;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-19 00:00:00 +0100;Friday;11705;4;snow;
Holstenstraße (Mitte), Kiel;2021-03-20 00:00:00 +0100;Saturday;16057;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-21 00:00:00 +0100;Sunday;4521;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-22 00:00:00 +0100;Monday;11786;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-23 00:00:00 +0100;Tuesday;10875;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-24 00:00:00 +0100;Wednesday;11196;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-25 00:00:00 +0100;Thursday;11979;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-26 00:00:00 +0100;Friday;12218;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-27 00:00:00 +0100;Saturday;12375;9;rain;
Holstenstraße (Mitte), Kiel;2021-03-28 00:00:00 +0100;Sunday;2334;10;rain;
Holstenstraße (Mitte), Kiel;2021-03-29 00:00:00 +0200;Monday;11124;12;rain;
Holstenstraße (Mitte), Kiel;2021-03-30 00:00:00 +0200;Tuesday;14966;17;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-03-31 00:00:00 +0200;Wednesday;15197;19;clear-day;
Holstenstraße (Mitte), Kiel;2021-04-01 00:00:00 +0200;Thursday;13844;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-02 00:00:00 +0200;Friday;3142;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-03 00:00:00 +0200;Saturday;18209;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-04 00:00:00 +0200;Sunday;2178;8;wind;
Holstenstraße (Mitte), Kiel;2021-04-05 00:00:00 +0200;Monday;2147;7;rain;
Holstenstraße (Mitte), Kiel;2021-04-06 00:00:00 +0200;Tuesday;9877;6;rain;
Holstenstraße (Mitte), Kiel;2021-04-07 00:00:00 +0200;Wednesday;8373;7;rain;
Holstenstraße (Mitte), Kiel;2021-04-08 00:00:00 +0200;Thursday;9541;7;rain;
Holstenstraße (Mitte), Kiel;2021-04-09 00:00:00 +0200;Friday;7287;7;rain;
Holstenstraße (Mitte), Kiel;2021-04-10 00:00:00 +0200;Saturday;12118;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-11 00:00:00 +0200;Sunday;2922;10;rain;
Holstenstraße (Mitte), Kiel;2021-04-12 00:00:00 +0200;Monday;10255;8;rain;
Holstenstraße (Mitte), Kiel;2021-04-13 00:00:00 +0200;Tuesday;8597;8;rain;
Holstenstraße (Mitte), Kiel;2021-04-14 00:00:00 +0200;Wednesday;9747;9;clear-day;
Holstenstraße (Mitte), Kiel;2021-04-15 00:00:00 +0200;Thursday;10428;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-16 00:00:00 +0200;Friday;10267;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-17 00:00:00 +0200;Saturday;12170;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-18 00:00:00 +0200;Sunday;4785;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-19 00:00:00 +0200;Monday;9582;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-21 00:00:00 +0200;Wednesday;8110;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-22 00:00:00 +0200;Thursday;8547;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-23 00:00:00 +0200;Friday;10206;13;clear-day;
Holstenstraße (Mitte), Kiel;2021-04-24 00:00:00 +0200;Saturday;12574;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-25 00:00:00 +0200;Sunday;4272;10;clear-day;
Holstenstraße (Mitte), Kiel;2021-04-26 00:00:00 +0200;Monday;9424;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-27 00:00:00 +0200;Tuesday;9501;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-28 00:00:00 +0200;Wednesday;9774;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-04-29 00:00:00 +0200;Thursday;6494;11;rain;
Holstenstraße (Mitte), Kiel;2021-04-30 00:00:00 +0200;Friday;12464;12;rain;
Holstenstraße (Mitte), Kiel;2021-05-01 00:00:00 +0200;Saturday;4103;12;rain;
Holstenstraße (Mitte), Kiel;2021-05-02 00:00:00 +0200;Sunday;4295;10;rain;
Holstenstraße (Mitte), Kiel;2021-05-03 00:00:00 +0200;Monday;9804;10;rain;
Holstenstraße (Mitte), Kiel;2021-05-04 00:00:00 +0200;Tuesday;6986;10;rain;
Holstenstraße (Mitte), Kiel;2021-05-05 00:00:00 +0200;Wednesday;4288;8;rain;
Holstenstraße (Mitte), Kiel;2021-05-06 00:00:00 +0200;Thursday;9099;9;rain;
Holstenstraße (Mitte), Kiel;2021-05-07 00:00:00 +0200;Friday;9157;10;rain;
Holstenstraße (Mitte), Kiel;2021-05-08 00:00:00 +0200;Saturday;15949;13;rain;
Holstenstraße (Mitte), Kiel;2021-05-09 00:00:00 +0200;Sunday;4323;23;rain;
Holstenstraße (Mitte), Kiel;2021-05-10 00:00:00 +0200;Monday;11238;24;rain;
Holstenstraße (Mitte), Kiel;2021-05-11 00:00:00 +0200;Tuesday;10397;13;rain;
Holstenstraße (Mitte), Kiel;2021-05-12 00:00:00 +0200;Wednesday;12064;15;rain;
Holstenstraße (Mitte), Kiel;2021-05-13 00:00:00 +0200;Thursday;2567;11;rain;
Holstenstraße (Mitte), Kiel;2021-05-14 00:00:00 +0200;Friday;16071;11;rain;
Holstenstraße (Mitte), Kiel;2021-05-15 00:00:00 +0200;Saturday;16839;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-16 00:00:00 +0200;Sunday;3664;13;rain;
Holstenstraße (Mitte), Kiel;2021-05-17 00:00:00 +0200;Monday;11413;15;rain;
Holstenstraße (Mitte), Kiel;2021-05-18 00:00:00 +0200;Tuesday;11195;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-19 00:00:00 +0200;Wednesday;9703;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-20 00:00:00 +0200;Thursday;11709;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-05-21 00:00:00 +0200;Friday;11101;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-22 00:00:00 +0200;Saturday;16265;12;rain;
Holstenstraße (Mitte), Kiel;2021-05-23 00:00:00 +0200;Sunday;6130;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-24 00:00:00 +0200;Monday;5344;19;rain;
Holstenstraße (Mitte), Kiel;2021-05-25 00:00:00 +0200;Tuesday;13668;13;rain;
Holstenstraße (Mitte), Kiel;2021-05-26 00:00:00 +0200;Wednesday;12489;13;rain;
Holstenstraße (Mitte), Kiel;2021-05-27 00:00:00 +0200;Thursday;14062;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-28 00:00:00 +0200;Friday;14582;14;rain;
Holstenstraße (Mitte), Kiel;2021-05-29 00:00:00 +0200;Saturday;20324;17;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-05-30 00:00:00 +0200;Sunday;5707;19;clear-day;
Holstenstraße (Mitte), Kiel;2021-05-31 00:00:00 +0200;Monday;15156;21;clear-day;
Holstenstraße (Mitte), Kiel;2021-06-01 00:00:00 +0200;Tuesday;15591;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-02 00:00:00 +0200;Wednesday;16225;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-03 00:00:00 +0200;Thursday;12899;23;rain;
Holstenstraße (Mitte), Kiel;2021-06-04 00:00:00 +0200;Friday;16649;23;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-05 00:00:00 +0200;Saturday;19249;23;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-06 00:00:00 +0200;Sunday;4992;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-07 00:00:00 +0200;Monday;14268;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-08 00:00:00 +0200;Tuesday;13786;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-09 00:00:00 +0200;Wednesday;12607;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-10 00:00:00 +0200;Thursday;13357;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-11 00:00:00 +0200;Friday;13589;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-12 00:00:00 +0200;Saturday;19587;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-13 00:00:00 +0200;Sunday;5281;20;clear-day;
Holstenstraße (Mitte), Kiel;2021-06-14 00:00:00 +0200;Monday;13876;25;clear-day;
Holstenstraße (Mitte), Kiel;2021-06-15 00:00:00 +0200;Tuesday;15313;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-16 00:00:00 +0200;Wednesday;13379;25;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-17 00:00:00 +0200;Thursday;11578;31;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-18 00:00:00 +0200;Friday;13206;27;clear-day;
Holstenstraße (Mitte), Kiel;2021-06-19 00:00:00 +0200;Saturday;15604;27;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-20 00:00:00 +0200;Sunday;6536;26;rain;
Holstenstraße (Mitte), Kiel;2021-06-21 00:00:00 +0200;Monday;9988;16;rain;
Holstenstraße (Mitte), Kiel;2021-06-22 00:00:00 +0200;Tuesday;17571;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-23 00:00:00 +0200;Wednesday;14922;20;cloudy;
Holstenstraße (Mitte), Kiel;2021-06-24 00:00:00 +0200;Thursday;16365;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-25 00:00:00 +0200;Friday;17047;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-26 00:00:00 +0200;Saturday;19604;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-27 00:00:00 +0200;Sunday;5222;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-06-28 00:00:00 +0200;Monday;15373;25;clear-day;
Holstenstraße (Mitte), Kiel;2021-06-29 00:00:00 +0200;Tuesday;10831;24;rain;
Holstenstraße (Mitte), Kiel;2021-06-30 00:00:00 +0200;Wednesday;14866;22;rain;
Holstenstraße (Mitte), Kiel;2021-07-01 00:00:00 +0200;Thursday;18191;22;rain;
Holstenstraße (Mitte), Kiel;2021-07-02 00:00:00 +0200;Friday;17423;23;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-03 00:00:00 +0200;Saturday;20972;22;cloudy;
Holstenstraße (Mitte), Kiel;2021-07-04 00:00:00 +0200;Sunday;5531;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-05 00:00:00 +0200;Monday;18785;21;rain;
Holstenstraße (Mitte), Kiel;2021-07-06 00:00:00 +0200;Tuesday;17329;25;rain;
Holstenstraße (Mitte), Kiel;2021-07-07 00:00:00 +0200;Wednesday;15836;25;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-08 00:00:00 +0200;Thursday;16214;24;rain;
Holstenstraße (Mitte), Kiel;2021-07-09 00:00:00 +0200;Friday;15990;22;rain;
Holstenstraße (Mitte), Kiel;2021-07-10 00:00:00 +0200;Saturday;21240;22;rain;
Holstenstraße (Mitte), Kiel;2021-07-11 00:00:00 +0200;Sunday;5950;23;rain;
Holstenstraße (Mitte), Kiel;2021-07-12 00:00:00 +0200;Monday;18044;26;rain;
Holstenstraße (Mitte), Kiel;2021-07-13 00:00:00 +0200;Tuesday;17267;24;rain;
Holstenstraße (Mitte), Kiel;2021-07-14 00:00:00 +0200;Wednesday;15392;26;rain;
Holstenstraße (Mitte), Kiel;2021-07-15 00:00:00 +0200;Thursday;16256;26;rain;
Holstenstraße (Mitte), Kiel;2021-07-16 00:00:00 +0200;Friday;15072;28;clear-day;
Holstenstraße (Mitte), Kiel;2021-07-17 00:00:00 +0200;Saturday;18168;27;clear-day;
Holstenstraße (Mitte), Kiel;2021-07-18 00:00:00 +0200;Sunday;6804;25;clear-day;
Holstenstraße (Mitte), Kiel;2021-07-19 00:00:00 +0200;Monday;20535;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-20 00:00:00 +0200;Tuesday;18395;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-21 00:00:00 +0200;Wednesday;18480;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-22 00:00:00 +0200;Thursday;17903;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-23 00:00:00 +0200;Friday;18442;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-24 00:00:00 +0200;Saturday;17220;26;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-07-25 00:00:00 +0200;Sunday;6166;26;rain;
Holstenstraße (Mitte), Kiel;2021-07-26 00:00:00 +0200;Monday;20286;27;rain;
Holstenstraße (Mitte), Kiel;2021-07-27 00:00:00 +0200;Tuesday;18885;23;rain;
Holstenstraße (Mitte), Kiel;2021-07-28 00:00:00 +0200;Wednesday;20179;23;rain;
Holstenstraße (Mitte), Kiel;2021-07-29 00:00:00 +0200;Thursday;20551;20;rain;
Holstenstraße (Mitte), Kiel;2021-07-30 00:00:00 +0200;Friday;21928;22;rain;
Holstenstraße (Mitte), Kiel;2021-07-31 00:00:00 +0200;Saturday;22222;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-01 00:00:00 +0200;Sunday;6892;20;rain;
Holstenstraße (Mitte), Kiel;2021-08-02 00:00:00 +0200;Monday;22034;20;rain;
Holstenstraße (Mitte), Kiel;2021-08-03 00:00:00 +0200;Tuesday;20793;21;rain;
Holstenstraße (Mitte), Kiel;2021-08-04 00:00:00 +0200;Wednesday;17693;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-05 00:00:00 +0200;Thursday;15544;23;rain;
Holstenstraße (Mitte), Kiel;2021-08-06 00:00:00 +0200;Friday;15606;24;rain;
Holstenstraße (Mitte), Kiel;2021-08-07 00:00:00 +0200;Saturday;23258;22;rain;
Holstenstraße (Mitte), Kiel;2021-08-08 00:00:00 +0200;Sunday;4952;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-09 00:00:00 +0200;Monday;20435;21;rain;
Holstenstraße (Mitte), Kiel;2021-08-10 00:00:00 +0200;Tuesday;20631;20;rain;
Holstenstraße (Mitte), Kiel;2021-08-11 00:00:00 +0200;Wednesday;16381;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-12 00:00:00 +0200;Thursday;15494;25;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-13 00:00:00 +0200;Friday;17879;25;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-14 00:00:00 +0200;Saturday;22922;22;cloudy;
Holstenstraße (Mitte), Kiel;2021-08-15 00:00:00 +0200;Sunday;6315;22;rain;
Holstenstraße (Mitte), Kiel;2021-08-16 00:00:00 +0200;Monday;18604;18;rain;
Holstenstraße (Mitte), Kiel;2021-08-17 00:00:00 +0200;Tuesday;18652;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-18 00:00:00 +0200;Wednesday;18616;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-19 00:00:00 +0200;Thursday;17628;20;rain;
Holstenstraße (Mitte), Kiel;2021-08-20 00:00:00 +0200;Friday;17697;18;rain;
Holstenstraße (Mitte), Kiel;2021-08-21 00:00:00 +0200;Saturday;22003;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-22 00:00:00 +0200;Sunday;5845;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-23 00:00:00 +0200;Monday;17315;21;clear-day;
Holstenstraße (Mitte), Kiel;2021-08-24 00:00:00 +0200;Tuesday;15407;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-08-25 00:00:00 +0200;Wednesday;17506;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-26 00:00:00 +0200;Thursday;17513;17;rain;
Holstenstraße (Mitte), Kiel;2021-08-27 00:00:00 +0200;Friday;18588;19;rain;
Holstenstraße (Mitte), Kiel;2021-08-28 00:00:00 +0200;Saturday;18107;17;rain;
Holstenstraße (Mitte), Kiel;2021-08-29 00:00:00 +0200;Sunday;5877;18;rain;
Holstenstraße (Mitte), Kiel;2021-08-30 00:00:00 +0200;Monday;18637;20;rain;
Holstenstraße (Mitte), Kiel;2021-08-31 00:00:00 +0200;Tuesday;18349;21;clear-day;
Holstenstraße (Mitte), Kiel;2021-09-01 00:00:00 +0200;Wednesday;16511;23;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-02 00:00:00 +0200;Thursday;15765;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-03 00:00:00 +0200;Friday;16673;22;clear-day;
Holstenstraße (Mitte), Kiel;2021-09-04 00:00:00 +0200;Saturday;22960;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-05 00:00:00 +0200;Sunday;6091;20;clear-day;
Holstenstraße (Mitte), Kiel;2021-09-06 00:00:00 +0200;Monday;16164;21;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-07 00:00:00 +0200;Tuesday;17091;22;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-08 00:00:00 +0200;Wednesday;15810;24;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-09 00:00:00 +0200;Thursday;15207;26;clear-day;
Holstenstraße (Mitte), Kiel;2021-09-10 00:00:00 +0200;Friday;14829;22;rain;
Holstenstraße (Mitte), Kiel;2021-09-11 00:00:00 +0200;Saturday;21740;21;rain;
Holstenstraße (Mitte), Kiel;2021-09-12 00:00:00 +0200;Sunday;6379;20;rain;
Holstenstraße (Mitte), Kiel;2021-09-13 00:00:00 +0200;Monday;15640;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-14 00:00:00 +0200;Tuesday;15535;20;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-15 00:00:00 +0200;Wednesday;10795;18;rain;
Holstenstraße (Mitte), Kiel;2021-09-16 00:00:00 +0200;Thursday;15474;18;rain;
Holstenstraße (Mitte), Kiel;2021-09-17 00:00:00 +0200;Friday;16409;15;rain;
Holstenstraße (Mitte), Kiel;2021-09-18 00:00:00 +0200;Saturday;22206;18;rain;
Holstenstraße (Mitte), Kiel;2021-09-19 00:00:00 +0200;Sunday;6675;16;rain;
Holstenstraße (Mitte), Kiel;2021-09-20 00:00:00 +0200;Monday;15696;15;rain;
Holstenstraße (Mitte), Kiel;2021-09-21 00:00:00 +0200;Tuesday;14083;17;rain;
Holstenstraße (Mitte), Kiel;2021-09-22 00:00:00 +0200;Wednesday;16113;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-23 00:00:00 +0200;Thursday;12476;17;rain;
Holstenstraße (Mitte), Kiel;2021-09-24 00:00:00 +0200;Friday;16131;17;rain;
Holstenstraße (Mitte), Kiel;2021-09-25 00:00:00 +0200;Saturday;22441;20;wind;
Holstenstraße (Mitte), Kiel;2021-09-26 00:00:00 +0200;Sunday;6489;23;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-09-27 00:00:00 +0200;Monday;14445;20;rain;
Holstenstraße (Mitte), Kiel;2021-09-28 00:00:00 +0200;Tuesday;15706;18;rain;
Holstenstraße (Mitte), Kiel;2021-09-29 00:00:00 +0200;Wednesday;13982;17;rain;
Holstenstraße (Mitte), Kiel;2021-09-30 00:00:00 +0200;Thursday;14844;15;rain;
Holstenstraße (Mitte), Kiel;2021-10-01 00:00:00 +0200;Friday;18445;16;rain;
Holstenstraße (Mitte), Kiel;2021-10-02 00:00:00 +0200;Saturday;23727;16;rain;
Holstenstraße (Mitte), Kiel;2021-10-03 00:00:00 +0200;Sunday;10132;19;rain;
Holstenstraße (Mitte), Kiel;2021-10-04 00:00:00 +0200;Monday;18970;16;rain;
Holstenstraße (Mitte), Kiel;2021-10-05 00:00:00 +0200;Tuesday;15779;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-06 00:00:00 +0200;Wednesday;16779;15;rain;
Holstenstraße (Mitte), Kiel;2021-10-07 00:00:00 +0200;Thursday;18071;17;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-08 00:00:00 +0200;Friday;20482;16;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-09 00:00:00 +0200;Saturday;26762;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-10 00:00:00 +0200;Sunday;25529;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-10-11 00:00:00 +0200;Monday;16524;15;rain;
Holstenstraße (Mitte), Kiel;2021-10-12 00:00:00 +0200;Tuesday;17866;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-13 00:00:00 +0200;Wednesday;18475;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-14 00:00:00 +0200;Thursday;17587;14;rain;
Holstenstraße (Mitte), Kiel;2021-10-15 00:00:00 +0200;Friday;17804;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-16 00:00:00 +0200;Saturday;23158;12;rain;
Holstenstraße (Mitte), Kiel;2021-10-17 00:00:00 +0200;Sunday;5887;12;rain;
Holstenstraße (Mitte), Kiel;2021-10-18 00:00:00 +0200;Monday;17312;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-19 00:00:00 +0200;Tuesday;16409;15;rain;
Holstenstraße (Mitte), Kiel;2021-10-20 00:00:00 +0200;Wednesday;14662;16;rain;
Holstenstraße (Mitte), Kiel;2021-10-21 00:00:00 +0200;Thursday;13735;13;rain;
Holstenstraße (Mitte), Kiel;2021-10-22 00:00:00 +0200;Friday;14174;9;rain;
Holstenstraße (Mitte), Kiel;2021-10-23 00:00:00 +0200;Saturday;23262;11;rain;
Holstenstraße (Mitte), Kiel;2021-10-24 00:00:00 +0200;Sunday;7540;12;partly-cloudy-day;
