location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2020-10-19 18:00:00 +0200;Monday;1212;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-19 19:00:00 +0200;Monday;501;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-19 20:00:00 +0200;Monday;266;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-19 21:00:00 +0200;Monday;142;8;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-19 22:00:00 +0200;Monday;92;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-19 23:00:00 +0200;Monday;44;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 00:00:00 +0200;Tuesday;16;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 01:00:00 +0200;Tuesday;11;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 02:00:00 +0200;Tuesday;9;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 03:00:00 +0200;Tuesday;5;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 04:00:00 +0200;Tuesday;10;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 05:00:00 +0200;Tuesday;41;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 06:00:00 +0200;Tuesday;125;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 07:00:00 +0200;Tuesday;244;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 08:00:00 +0200;Tuesday;469;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 09:00:00 +0200;Tuesday;604;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 10:00:00 +0200;Tuesday;979;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 11:00:00 +0200;Tuesday;1542;8;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 12:00:00 +0200;Tuesday;2000;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 13:00:00 +0200;Tuesday;2051;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 14:00:00 +0200;Tuesday;2071;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 15:00:00 +0200;Tuesday;1836;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 16:00:00 +0200;Tuesday;1768;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 17:00:00 +0200;Tuesday;1432;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 18:00:00 +0200;Tuesday;1021;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 19:00:00 +0200;Tuesday;493;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-20 20:00:00 +0200;Tuesday;187;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-20 21:00:00 +0200;Tuesday;135;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 22:00:00 +0200;Tuesday;80;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-20 23:00:00 +0200;Tuesday;58;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 00:00:00 +0200;Wednesday;14;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 01:00:00 +0200;Wednesday;14;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 02:00:00 +0200;Wednesday;14;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 03:00:00 +0200;Wednesday;7;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 04:00:00 +0200;Wednesday;6;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 05:00:00 +0200;Wednesday;36;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-21 06:00:00 +0200;Wednesday;103;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 07:00:00 +0200;Wednesday;277;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 08:00:00 +0200;Wednesday;352;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 09:00:00 +0200;Wednesday;459;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 10:00:00 +0200;Wednesday;796;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 11:00:00 +0200;Wednesday;1065;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 12:00:00 +0200;Wednesday;1252;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 13:00:00 +0200;Wednesday;1284;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 14:00:00 +0200;Wednesday;1435;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 15:00:00 +0200;Wednesday;1516;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 16:00:00 +0200;Wednesday;1444;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 17:00:00 +0200;Wednesday;1394;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 18:00:00 +0200;Wednesday;1037;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 19:00:00 +0200;Wednesday;440;13;wind;
Holstenstraße (Mitte), Kiel;2020-10-21 20:00:00 +0200;Wednesday;243;14;rain;
Holstenstraße (Mitte), Kiel;2020-10-21 21:00:00 +0200;Wednesday;132;14;wind;
Holstenstraße (Mitte), Kiel;2020-10-21 22:00:00 +0200;Wednesday;63;15;wind;
Holstenstraße (Mitte), Kiel;2020-10-21 23:00:00 +0200;Wednesday;42;15;wind;
Holstenstraße (Mitte), Kiel;2020-10-22 00:00:00 +0200;Thursday;23;15;wind;
Holstenstraße (Mitte), Kiel;2020-10-22 01:00:00 +0200;Thursday;17;15;wind;
Holstenstraße (Mitte), Kiel;2020-10-22 02:00:00 +0200;Thursday;7;14;rain;
Holstenstraße (Mitte), Kiel;2020-10-22 03:00:00 +0200;Thursday;9;14;wind;
Holstenstraße (Mitte), Kiel;2020-10-22 04:00:00 +0200;Thursday;12;14;rain;
Holstenstraße (Mitte), Kiel;2020-10-22 05:00:00 +0200;Thursday;39;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-22 06:00:00 +0200;Thursday;121;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-22 07:00:00 +0200;Thursday;260;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-22 08:00:00 +0200;Thursday;480;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-22 09:00:00 +0200;Thursday;650;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 10:00:00 +0200;Thursday;939;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 11:00:00 +0200;Thursday;1452;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 12:00:00 +0200;Thursday;1921;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 13:00:00 +0200;Thursday;1982;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 14:00:00 +0200;Thursday;1782;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 15:00:00 +0200;Thursday;1807;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 16:00:00 +0200;Thursday;1843;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 17:00:00 +0200;Thursday;1681;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-22 18:00:00 +0200;Thursday;1264;15;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-22 19:00:00 +0200;Thursday;601;14;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-22 20:00:00 +0200;Thursday;257;14;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-22 21:00:00 +0200;Thursday;144;13;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-22 22:00:00 +0200;Thursday;81;13;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-22 23:00:00 +0200;Thursday;48;12;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 00:00:00 +0200;Friday;33;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 01:00:00 +0200;Friday;23;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 02:00:00 +0200;Friday;16;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 03:00:00 +0200;Friday;11;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 04:00:00 +0200;Friday;11;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 05:00:00 +0200;Friday;34;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 06:00:00 +0200;Friday;96;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 07:00:00 +0200;Friday;273;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 08:00:00 +0200;Friday;390;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-23 09:00:00 +0200;Friday;626;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 10:00:00 +0200;Friday;1143;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 11:00:00 +0200;Friday;1578;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 12:00:00 +0200;Friday;1754;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 13:00:00 +0200;Friday;1909;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 14:00:00 +0200;Friday;1905;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 15:00:00 +0200;Friday;2131;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 16:00:00 +0200;Friday;2171;14;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-23 17:00:00 +0200;Friday;1977;13;clear-day;
Holstenstraße (Mitte), Kiel;2020-10-23 18:00:00 +0200;Friday;1569;12;clear-night;
Holstenstraße (Mitte), Kiel;2020-10-23 19:00:00 +0200;Friday;743;11;clear-night;
Holstenstraße (Mitte), Kiel;2020-10-23 20:00:00 +0200;Friday;353;10;clear-night;
Holstenstraße (Mitte), Kiel;2020-10-23 21:00:00 +0200;Friday;202;10;clear-night;
Holstenstraße (Mitte), Kiel;2020-10-23 22:00:00 +0200;Friday;180;10;clear-night;
Holstenstraße (Mitte), Kiel;2020-10-23 23:00:00 +0200;Friday;101;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-24 00:00:00 +0200;Saturday;95;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 01:00:00 +0200;Saturday;52;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-24 02:00:00 +0200;Saturday;38;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-24 03:00:00 +0200;Saturday;39;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-24 04:00:00 +0200;Saturday;22;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 05:00:00 +0200;Saturday;15;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 06:00:00 +0200;Saturday;17;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 07:00:00 +0200;Saturday;50;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 08:00:00 +0200;Saturday;109;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 09:00:00 +0200;Saturday;314;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 10:00:00 +0200;Saturday;839;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 11:00:00 +0200;Saturday;1406;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-24 12:00:00 +0200;Saturday;2014;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-24 13:00:00 +0200;Saturday;2678;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-24 14:00:00 +0200;Saturday;3012;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-24 15:00:00 +0200;Saturday;3257;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-24 16:00:00 +0200;Saturday;2914;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 17:00:00 +0200;Saturday;2389;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 18:00:00 +0200;Saturday;1524;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 19:00:00 +0200;Saturday;705;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 20:00:00 +0200;Saturday;356;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 21:00:00 +0200;Saturday;203;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 22:00:00 +0200;Saturday;133;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-24 23:00:00 +0200;Saturday;127;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 00:00:00 +0200;Sunday;99;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 01:00:00 +0200;Sunday;0;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 02:00:00 +0200;Sunday;75;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 02:00:00 +0100;Sunday;68;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 03:00:00 +0100;Sunday;35;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 04:00:00 +0100;Sunday;19;12;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-25 05:00:00 +0100;Sunday;16;12;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-25 06:00:00 +0100;Sunday;16;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-25 07:00:00 +0100;Sunday;59;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 08:00:00 +0100;Sunday;99;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 09:00:00 +0100;Sunday;216;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 10:00:00 +0100;Sunday;331;14;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 11:00:00 +0100;Sunday;287;14;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 12:00:00 +0100;Sunday;281;14;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 13:00:00 +0100;Sunday;427;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-25 14:00:00 +0100;Sunday;447;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 15:00:00 +0100;Sunday;192;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 16:00:00 +0100;Sunday;322;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 17:00:00 +0100;Sunday;295;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 18:00:00 +0100;Sunday;217;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 19:00:00 +0100;Sunday;140;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 20:00:00 +0100;Sunday;113;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 21:00:00 +0100;Sunday;76;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 22:00:00 +0100;Sunday;63;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-25 23:00:00 +0100;Sunday;35;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 00:00:00 +0100;Monday;15;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 01:00:00 +0100;Monday;7;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 02:00:00 +0100;Monday;2;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 03:00:00 +0100;Monday;5;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 04:00:00 +0100;Monday;7;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 05:00:00 +0100;Monday;36;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 06:00:00 +0100;Monday;139;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 07:00:00 +0100;Monday;265;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 08:00:00 +0100;Monday;429;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 09:00:00 +0100;Monday;617;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 10:00:00 +0100;Monday;1168;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 11:00:00 +0100;Monday;1450;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 12:00:00 +0100;Monday;1746;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 13:00:00 +0100;Monday;1680;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 14:00:00 +0100;Monday;1500;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-26 15:00:00 +0100;Monday;1596;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 16:00:00 +0100;Monday;1588;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 17:00:00 +0100;Monday;1341;11;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 18:00:00 +0100;Monday;1019;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-26 19:00:00 +0100;Monday;431;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-26 20:00:00 +0100;Monday;171;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-26 21:00:00 +0100;Monday;129;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-26 22:00:00 +0100;Monday;74;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-26 23:00:00 +0100;Monday;41;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 00:00:00 +0100;Tuesday;22;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 01:00:00 +0100;Tuesday;10;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 02:00:00 +0100;Tuesday;6;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 03:00:00 +0100;Tuesday;8;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 04:00:00 +0100;Tuesday;12;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 05:00:00 +0100;Tuesday;35;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 06:00:00 +0100;Tuesday;135;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 07:00:00 +0100;Tuesday;278;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 08:00:00 +0100;Tuesday;523;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 09:00:00 +0100;Tuesday;612;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 10:00:00 +0100;Tuesday;1132;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 11:00:00 +0100;Tuesday;1424;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 12:00:00 +0100;Tuesday;1759;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 13:00:00 +0100;Tuesday;1776;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 14:00:00 +0100;Tuesday;1694;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 15:00:00 +0100;Tuesday;1759;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 16:00:00 +0100;Tuesday;1995;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-27 17:00:00 +0100;Tuesday;1431;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 18:00:00 +0100;Tuesday;899;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 19:00:00 +0100;Tuesday;416;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 20:00:00 +0100;Tuesday;192;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-27 21:00:00 +0100;Tuesday;101;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-27 22:00:00 +0100;Tuesday;82;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-27 23:00:00 +0100;Tuesday;28;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-28 00:00:00 +0100;Wednesday;13;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-28 01:00:00 +0100;Wednesday;9;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 02:00:00 +0100;Wednesday;13;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 03:00:00 +0100;Wednesday;7;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 04:00:00 +0100;Wednesday;11;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 05:00:00 +0100;Wednesday;27;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 06:00:00 +0100;Wednesday;99;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-28 07:00:00 +0100;Wednesday;276;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-28 08:00:00 +0100;Wednesday;401;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 09:00:00 +0100;Wednesday;587;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 10:00:00 +0100;Wednesday;974;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 11:00:00 +0100;Wednesday;1351;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 12:00:00 +0100;Wednesday;1617;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 13:00:00 +0100;Wednesday;1625;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 14:00:00 +0100;Wednesday;1839;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 15:00:00 +0100;Wednesday;1853;13;clear-day;
Holstenstraße (Mitte), Kiel;2020-10-28 16:00:00 +0100;Wednesday;1873;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-28 17:00:00 +0100;Wednesday;1634;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-28 18:00:00 +0100;Wednesday;992;11;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-28 19:00:00 +0100;Wednesday;417;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-28 20:00:00 +0100;Wednesday;231;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-28 21:00:00 +0100;Wednesday;140;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-28 22:00:00 +0100;Wednesday;88;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-28 23:00:00 +0100;Wednesday;44;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 00:00:00 +0100;Thursday;18;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 01:00:00 +0100;Thursday;6;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 02:00:00 +0100;Thursday;6;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 03:00:00 +0100;Thursday;9;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 04:00:00 +0100;Thursday;10;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 05:00:00 +0100;Thursday;22;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 06:00:00 +0100;Thursday;99;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 07:00:00 +0100;Thursday;257;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 08:00:00 +0100;Thursday;390;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 09:00:00 +0100;Thursday;614;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 10:00:00 +0100;Thursday;1049;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 11:00:00 +0100;Thursday;1360;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-29 12:00:00 +0100;Thursday;1594;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-29 13:00:00 +0100;Thursday;1800;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-29 14:00:00 +0100;Thursday;1658;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-29 15:00:00 +0100;Thursday;1742;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-29 16:00:00 +0100;Thursday;1685;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-10-29 17:00:00 +0100;Thursday;1403;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-29 18:00:00 +0100;Thursday;959;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-29 19:00:00 +0100;Thursday;413;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-29 20:00:00 +0100;Thursday;181;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-29 21:00:00 +0100;Thursday;145;9;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-10-29 22:00:00 +0100;Thursday;73;8;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-29 23:00:00 +0100;Thursday;55;8;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 00:00:00 +0100;Friday;15;8;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 01:00:00 +0100;Friday;5;8;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 02:00:00 +0100;Friday;6;8;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 03:00:00 +0100;Friday;3;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 04:00:00 +0100;Friday;3;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 05:00:00 +0100;Friday;23;9;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 06:00:00 +0100;Friday;81;10;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 07:00:00 +0100;Friday;206;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 08:00:00 +0100;Friday;305;11;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 09:00:00 +0100;Friday;526;12;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 10:00:00 +0100;Friday;827;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 11:00:00 +0100;Friday;1231;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 12:00:00 +0100;Friday;1451;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 13:00:00 +0100;Friday;1674;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 14:00:00 +0100;Friday;1678;13;rain;
Holstenstraße (Mitte), Kiel;2020-10-30 15:00:00 +0100;Friday;2105;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 16:00:00 +0100;Friday;2184;14;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 17:00:00 +0100;Friday;1969;14;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 18:00:00 +0100;Friday;1318;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 19:00:00 +0100;Friday;639;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 20:00:00 +0100;Friday;306;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 21:00:00 +0100;Friday;224;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 22:00:00 +0100;Friday;150;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-10-30 23:00:00 +0100;Friday;119;12;cloudy;
