location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2020-05-09 22:00:00 +0200;Saturday;53;14;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-09 23:00:00 +0200;Saturday;45;13;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-10 00:00:00 +0200;Sunday;18;12;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-10 01:00:00 +0200;Sunday;12;11;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-10 02:00:00 +0200;Sunday;14;11;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-10 03:00:00 +0200;Sunday;5;10;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-10 04:00:00 +0200;Sunday;16;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-10 05:00:00 +0200;Sunday;11;10;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-10 06:00:00 +0200;Sunday;12;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 07:00:00 +0200;Sunday;12;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 08:00:00 +0200;Sunday;23;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 09:00:00 +0200;Sunday;59;15;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 10:00:00 +0200;Sunday;128;17;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 11:00:00 +0200;Sunday;194;18;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 12:00:00 +0200;Sunday;246;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 13:00:00 +0200;Sunday;357;19;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 14:00:00 +0200;Sunday;309;18;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 15:00:00 +0200;Sunday;400;18;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 16:00:00 +0200;Sunday;285;17;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-10 17:00:00 +0200;Sunday;279;16;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 18:00:00 +0200;Sunday;179;15;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 19:00:00 +0200;Sunday;117;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 20:00:00 +0200;Sunday;80;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 21:00:00 +0200;Sunday;34;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 22:00:00 +0200;Sunday;17;8;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-10 23:00:00 +0200;Sunday;18;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 00:00:00 +0200;Monday;5;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 01:00:00 +0200;Monday;5;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 02:00:00 +0200;Monday;1;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 03:00:00 +0200;Monday;1;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 04:00:00 +0200;Monday;13;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 05:00:00 +0200;Monday;47;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 06:00:00 +0200;Monday;100;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 07:00:00 +0200;Monday;214;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 08:00:00 +0200;Monday;291;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 09:00:00 +0200;Monday;430;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-11 10:00:00 +0200;Monday;809;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-11 11:00:00 +0200;Monday;1136;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-11 12:00:00 +0200;Monday;1339;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-11 13:00:00 +0200;Monday;1364;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-11 14:00:00 +0200;Monday;1288;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-11 15:00:00 +0200;Monday;1436;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 16:00:00 +0200;Monday;1404;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 17:00:00 +0200;Monday;1210;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 18:00:00 +0200;Monday;647;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 19:00:00 +0200;Monday;288;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 20:00:00 +0200;Monday;97;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 21:00:00 +0200;Monday;64;9;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-11 22:00:00 +0200;Monday;35;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-11 23:00:00 +0200;Monday;21;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-12 00:00:00 +0200;Tuesday;9;5;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 01:00:00 +0200;Tuesday;9;4;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 02:00:00 +0200;Tuesday;4;4;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 03:00:00 +0200;Tuesday;4;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 04:00:00 +0200;Tuesday;15;2;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 05:00:00 +0200;Tuesday;35;2;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-12 06:00:00 +0200;Tuesday;93;3;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-12 07:00:00 +0200;Tuesday;235;4;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-12 08:00:00 +0200;Tuesday;290;6;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-12 09:00:00 +0200;Tuesday;417;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-12 10:00:00 +0200;Tuesday;731;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-12 11:00:00 +0200;Tuesday;1035;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-12 12:00:00 +0200;Tuesday;987;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 13:00:00 +0200;Tuesday;770;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 14:00:00 +0200;Tuesday;924;9;rain;
Holstenstraße (Mitte), Kiel;2020-05-12 15:00:00 +0200;Tuesday;975;9;rain;
Holstenstraße (Mitte), Kiel;2020-05-12 16:00:00 +0200;Tuesday;1024;10;rain;
Holstenstraße (Mitte), Kiel;2020-05-12 17:00:00 +0200;Tuesday;993;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-12 18:00:00 +0200;Tuesday;594;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-12 19:00:00 +0200;Tuesday;228;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 20:00:00 +0200;Tuesday;109;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 21:00:00 +0200;Tuesday;45;8;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 22:00:00 +0200;Tuesday;39;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-12 23:00:00 +0200;Tuesday;22;7;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-13 00:00:00 +0200;Wednesday;20;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-13 01:00:00 +0200;Wednesday;10;6;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-13 02:00:00 +0200;Wednesday;4;5;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-13 03:00:00 +0200;Wednesday;12;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-13 04:00:00 +0200;Wednesday;7;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-13 05:00:00 +0200;Wednesday;53;5;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 06:00:00 +0200;Wednesday;96;5;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 07:00:00 +0200;Wednesday;199;6;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 08:00:00 +0200;Wednesday;265;6;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 09:00:00 +0200;Wednesday;377;7;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 10:00:00 +0200;Wednesday;805;7;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 11:00:00 +0200;Wednesday;639;7;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 12:00:00 +0200;Wednesday;1014;8;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 13:00:00 +0200;Wednesday;1026;8;rain;
Holstenstraße (Mitte), Kiel;2020-05-13 14:00:00 +0200;Wednesday;966;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-13 15:00:00 +0200;Wednesday;1000;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-13 16:00:00 +0200;Wednesday;1022;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-13 17:00:00 +0200;Wednesday;890;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-13 18:00:00 +0200;Wednesday;523;9;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-13 19:00:00 +0200;Wednesday;212;9;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-13 20:00:00 +0200;Wednesday;95;8;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-13 21:00:00 +0200;Wednesday;41;7;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-13 22:00:00 +0200;Wednesday;27;6;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-13 23:00:00 +0200;Wednesday;24;5;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-14 00:00:00 +0200;Thursday;18;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-14 01:00:00 +0200;Thursday;11;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-14 02:00:00 +0200;Thursday;5;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-14 03:00:00 +0200;Thursday;5;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-14 04:00:00 +0200;Thursday;9;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-14 05:00:00 +0200;Thursday;40;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-14 06:00:00 +0200;Thursday;80;4;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 07:00:00 +0200;Thursday;234;5;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 08:00:00 +0200;Thursday;359;6;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 09:00:00 +0200;Thursday;487;7;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 10:00:00 +0200;Thursday;887;8;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 11:00:00 +0200;Thursday;1136;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 12:00:00 +0200;Thursday;1321;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 13:00:00 +0200;Thursday;1433;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 14:00:00 +0200;Thursday;1494;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 15:00:00 +0200;Thursday;1621;11;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 16:00:00 +0200;Thursday;1562;12;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 17:00:00 +0200;Thursday;1412;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 18:00:00 +0200;Thursday;732;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 19:00:00 +0200;Thursday;264;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-14 20:00:00 +0200;Thursday;104;10;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 21:00:00 +0200;Thursday;63;9;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-14 22:00:00 +0200;Thursday;34;7;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-14 23:00:00 +0200;Thursday;18;6;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 00:00:00 +0200;Friday;11;5;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 01:00:00 +0200;Friday;5;4;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 02:00:00 +0200;Friday;9;4;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 03:00:00 +0200;Friday;1;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 04:00:00 +0200;Friday;8;3;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 05:00:00 +0200;Friday;34;3;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2020-05-15 06:00:00 +0200;Friday;100;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 07:00:00 +0200;Friday;197;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 08:00:00 +0200;Friday;266;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 09:00:00 +0200;Friday;382;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 10:00:00 +0200;Friday;724;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 11:00:00 +0200;Friday;954;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 12:00:00 +0200;Friday;1138;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 13:00:00 +0200;Friday;1143;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-15 14:00:00 +0200;Friday;1261;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 15:00:00 +0200;Friday;1373;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-15 16:00:00 +0200;Friday;1277;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 17:00:00 +0200;Friday;1154;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 18:00:00 +0200;Friday;685;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 19:00:00 +0200;Friday;217;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 20:00:00 +0200;Friday;96;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 21:00:00 +0200;Friday;59;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-15 22:00:00 +0200;Friday;49;9;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-15 23:00:00 +0200;Friday;17;8;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 00:00:00 +0200;Saturday;27;7;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 01:00:00 +0200;Saturday;13;7;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 02:00:00 +0200;Saturday;16;7;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 03:00:00 +0200;Saturday;3;6;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 04:00:00 +0200;Saturday;16;6;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 05:00:00 +0200;Saturday;13;6;clear-night;
Holstenstraße (Mitte), Kiel;2020-05-16 06:00:00 +0200;Saturday;26;7;clear-day;
Holstenstraße (Mitte), Kiel;2020-05-16 07:00:00 +0200;Saturday;38;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 08:00:00 +0200;Saturday;110;10;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 09:00:00 +0200;Saturday;318;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 10:00:00 +0200;Saturday;724;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 11:00:00 +0200;Saturday;1350;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-16 12:00:00 +0200;Saturday;1855;13;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-16 13:00:00 +0200;Saturday;1928;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-16 14:00:00 +0200;Saturday;2043;12;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-16 15:00:00 +0200;Saturday;2219;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 16:00:00 +0200;Saturday;2086;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 17:00:00 +0200;Saturday;1400;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 18:00:00 +0200;Saturday;798;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 19:00:00 +0200;Saturday;258;13;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 20:00:00 +0200;Saturday;90;12;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 21:00:00 +0200;Saturday;55;11;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2020-05-16 22:00:00 +0200;Saturday;41;10;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-16 23:00:00 +0200;Saturday;27;9;cloudy;
Holstenstraße (Mitte), Kiel;2020-05-17 00:00:00 +0200;Sunday;26;8;cloudy;
